pollution: the release of chemicals and particulates into the atmosphere. Common gaseous pollutants include carbon monoxide, sulfur dioxide, chlorofluorocarbons (CFCs) and nitrogen oxides produced by industry and motor vehicles. Photochemical ozone and smog are created as nitrogen oxides and hydrocarbons react to sunlight. Particulate matter, or fine dust is characterized by their micrometre size PM10 to PM2.5.,0
pollution: includes light trespass, over-illumination and astronomical interference.,4
the criminal throwing of inappropriate man-made objects, unremoved, onto public and private properties.,0
pollution: which encompasses roadway noise, aircraft noise, industrial noise as well as high-intensity sonar.,0
pollution: involves the accumulation of plastic products and microplastics in the environment that adversely affects wildlife, wildlife habitat, or humans.,0
contamination occurs when chemicals are released by spill or underground leakage. Among the most significant soil contaminants are hydrocarbons, heavy metals, MTBE,[22] herbicides, pesticides and chlorinated hydrocarbons.,0
contamination, resulting from 20th century activities in atomic physics, such as nuclear power generation and nuclear weapons research, manufacture and deployment. (See alpha emitters and actinides in the environment.),0
pollution, is a temperature change in natural water bodies caused by human influence, such as use of water as coolant in a power plant.,0
pollution, which can refer to the presence of overhead power lines, motorway billboards, scarred landforms (as from strip mining), open storage of trash, municipal solid waste or space debris.,0
pollution, by the discharge of wastewater from commercial and industrial waste (intentionally or through spills) into surface waters; discharges of untreated domestic sewage, and chemical contaminants, such as chlorine, from treated sewage; release of waste and contaminants into surface runoff flowing to surface waters (including urban runoff and agricultural runoff, which may contain chemical fertilizers and pesticides; also including human feces from open defecation – still a major problem in many developing countries); groundwater pollution from waste disposal and leaching into the ground, including from pit latrines and septic tanks; eutrophication and littering.,0
,8
article: Pollutant,8
pollutant is a waste material that pollutes air, water, or soil. Three factors determine the severity of a pollutant: its chemical nature, the concentration and the persistence.,0
,8
of pollution,8
has a cost.[23][24][25] Manufacturing activities that cause air pollution impose health and clean-up costs on the whole of society, whereas the neighbors of an individual who chooses to fire-proof his home may benefit from a reduced risk of a fire spreading to their own homes. A manufacturing activity that causes air pollution is an example of a negative externality in production. A negative externality in production occurs “when a firm’s production reduces the well-being of others who are not compensated by the firm."[26] For example, if a laundry firm exists near a polluting steel manufacturing firm, there will be increased costs for the laundry firm because of the dirt and smoke produced by the steel manufacturing firm.[27] If external costs exist, such as those created by pollution, the manufacturer will choose to produce more of the product than would be produced if the manufacturer were required to pay all associated environmental costs. Because responsibility or consequence for self-directed action lies partly outside the self, an element of externalization is involved. If there are external benefits, such as in public safety, less of the good may be produced than would be the case if the producer were to receive payment for the external benefits to others. However, goods and services that involve negative externalities in production, such as those that produce pollution, tend to be over-produced and underpriced since the externality is not being priced into the market.[26],0
,8
can also create costs for the firms producing the pollution. Sometimes firms choose, or are forced by regulation, to reduce the amount of pollution that they are producing. The associated costs of doing this are called abatement costs, or marginal abatement costs if measured by each additional unit.[28] In 2005 pollution abatement capital expenditures and operating costs in the US amounted to nearly $27 billion.[29],0
,8
optimal level of pollution,4
derives some indirect utility from pollution, otherwise there would be no incentive to pollute. This utility comes from the consumption of goods and services that create pollution. Therefore, it is important that policymakers attempt to balance these indirect benefits with the costs of pollution in order to achieve an efficient outcome.[30],0
,8
,8
visual comparison of the free market and socially optimal outcomes.,0
is possible to use environmental economics to determine which level of pollution is deemed the social optimum. For economists, pollution is an “external cost and occurs only when one or more individuals suffer a loss of welfare,” however, there exists a socially optimal level of pollution at which welfare is maximized.[31] This is because consumers derive utility from the good or service manufactured, which will outweigh the social cost of pollution until a certain point. At this point the damage of one extra unit of pollution to society, the marginal cost of pollution, is exactly equal to the marginal benefit of consuming one more unit of the good or service.[32],0
,8
markets with pollution, or other negative externalities in production, the free market equilibrium will not account for the costs of pollution on society. If the social costs of pollution are higher than the private costs incurred by the firm, then the true supply curve will be higher. The point at which the social marginal cost and market demand intersect gives the socially optimal level of pollution. At this point, the quantity will be lower and the price will be higher in comparison to the free market equilibrium.[32] Therefore, the free market outcome could be considered a market failure because it “does not maximize efficiency”.[26],0
,8
model can be used as a basis to evaluate different methods of internalizing the externality. Some examples include tariffs, a carbon tax and cap and trade systems.,0
,8
and causes,8
Tracks Reveal Pollution's Effects on Clouds.ogv,8
pollution produced by ships may alter clouds, affecting global temperatures.,8
pollution comes from both natural and human-made (anthropogenic) sources. However, globally human-made pollutants from combustion, construction, mining, agriculture and warfare are increasingly significant in the air pollution equation.[33],0
,8
vehicle emissions are one of the leading causes of air pollution.[34][35][36] China, United States, Russia, India[37] Mexico, and Japan are the world leaders in air pollution emissions. Principal stationary pollution sources include chemical plants, coal-fired power plants, oil refineries,[38] petrochemical plants, nuclear waste disposal activity, incinerators, large livestock farms (dairy cows, pigs, poultry, etc.), PVC factories, metals production factories, plastics factories, and other heavy industry. Agricultural air pollution comes from contemporary practices which include clear felling and burning of natural vegetation as well as spraying of pesticides and herbicides[39],0
,8
400 million metric tons of hazardous wastes are generated each year.[40] The United States alone produces about 250 million metric tons.[41] Americans constitute less than 5% of the world's population, but produce roughly 25% of the world’s CO2,[42] and generate approximately 30% of world’s waste.[43][44] In 2007, China has overtaken the United States as the world's biggest producer of CO2,[45] while still far behind based on per capita pollution – ranked 78th among the world's nations.[46],0
,8
,8
industrial area, with a power plant, south of Yangzhou's downtown, China,0
February 2007, a report by the Intergovernmental Panel on Climate Change (IPCC), representing the work of 2,500 scientists, economists, and policymakers from more than 120 countries, said that humans have been the primary cause of global warming since 1950. Humans have ways to cut greenhouse gas emissions and avoid the consequences of global warming, a major climate report concluded. But to change the climate, the transition from fossil fuels like coal and oil needs to occur within decades, according to the final report this year from the UN's Intergovernmental Panel on Climate Change (IPCC).[47],0
,8
of the more common soil contaminants are chlorinated hydrocarbons (CFH), heavy metals (such as chromium, cadmium – found in rechargeable batteries, and lead – found in lead paint, aviation fuel and still in some countries, gasoline), MTBE, zinc, arsenic and benzene. In 2001 a series of press reports culminating in a book called Fateful Harvest unveiled a widespread practice of recycling industrial byproducts into fertilizer, resulting in the contamination of the soil with various metals. Ordinary municipal landfills are the source of many chemical substances entering the soil environment (and often groundwater), emanating from the wide variety of refuse accepted, especially substances illegally discarded there, or from pre-1970 landfills that may have been subject to little control in the U.S. or EU. There have also been some unusual releases of polychlorinated dibenzodioxins, commonly called dioxins for simplicity, such as TCDD.[48],0
,8
can also be the consequence of a natural disaster. For example, hurricanes often involve water contamination from sewage, and petrochemical spills from ruptured boats or automobiles. Larger scale and environmental damage is not uncommon when coastal oil rigs or refineries are involved. Some sources of pollution, such as nuclear power plants or oil tankers, can produce widespread and potentially hazardous releases when accidents occur.,0
,8
the case of noise pollution the dominant source class is the motor vehicle, producing about ninety percent of all unwanted noise worldwide.,0
,8
,8
health,4
information: Soil pollution § Health effects, Toxic hotspots, and List of pollution-related diseases,8
,8
of main health effects on humans from some common types of pollution.[49][50][51],8
air quality can kill many organisms including humans. Ozone pollution can cause respiratory disease, cardiovascular disease, throat inflammation, chest pain, and congestion. Water pollution causes approximately 14,000 deaths per day, mostly due to contamination of drinking water by untreated sewage in developing countries. An estimated 500 million Indians have no access to a proper toilet,[52][53] Over ten million people in India fell ill with waterborne illnesses in 2013, and 1,535 people died, most of them children.[54] Nearly 500 million Chinese lack access to safe drinking water.[55] A 2010 analysis estimated that 1.2 million people died prematurely each year in China because of air pollution.[56] The high smog levels China has been facing for a long time can do damage to civilians bodies and generate different diseases [57] The WHO estimated in 2007 that air pollution causes half a million deaths per year in India.[58] Studies have estimated that the number of people killed annually in the United States could be over 50,000.[59],0
,8
spills can cause skin irritations and rashes. Noise pollution induces hearing loss, high blood pressure, stress, and sleep disturbance. Mercury has been linked to developmental deficits in children and neurologic symptoms. Older people are majorly exposed to diseases induced by air pollution. Those with heart or lung disorders are at additional risk. Children and infants are also at serious risk. Lead and other heavy metals have been shown to cause neurological problems. Chemical and radioactive substances can cause cancer and as well as birth defects.,0
,8
October 2017 study by the Lancet Commission on Pollution and Health found that global pollution, specifically toxic air, water, soils and workplaces, kill nine million people annually, which is triple the number of deaths caused by AIDS, tuberculosis and malaria combined, and 15 times higher than deaths caused by wars and other forms of human violence.[60] The study concluded that "pollution is one of the great existential challenges of the Anthropocene era. Pollution endangers the stability of the Earth’s support systems and threatens the continuing survival of human societies."[3],0
,8
,8
has been found to be present widely in the environment. There are a number of effects of this:,0
,8
describes situations where toxins (such as heavy metals) may pass through trophic levels, becoming exponentially more concentrated in the process.,0
dioxide emissions cause ocean acidification, the ongoing decrease in the pH of the Earth's oceans as CO2 becomes dissolved.,0
emission of greenhouse gases leads to global warming which affects ecosystems in many ways.,4
species can out compete native species and reduce biodiversity. Invasive plants can contribute debris and biomolecules (allelopathy) that can alter soil and chemical compositions of an environment, often reducing native species competitiveness.,0
oxides are removed from the air by rain and fertilise land which can change the species composition of ecosystems.,0
and haze can reduce the amount of sunlight received by plants to carry out photosynthesis and leads to the production of tropospheric ozone which damages plants.,0
can become infertile and unsuitable for plants. This will affect other organisms in the food web.,0
dioxide and nitrogen oxides can cause acid rain which lowers the pH value of soil.,8
pollution of watercourses can deplete oxygen levels and reduce species diversity.,0
health information,8
Toxicology and Environmental Health Information Program (TEHIP)[61] at the United States National Library of Medicine (NLM) maintains a comprehensive toxicology and environmental health web site that includes access to resources produced by TEHIP and by other government agencies and organizations. This web site includes links to databases, bibliographies, tutorials, and other scientific and consumer-oriented resources. TEHIP also is responsible for the Toxicology Data Network (TOXNET)[62] an integrated system of toxicology and environmental health databases that are available free of charge on the web.,0
,8
is a Geographic Information System (GIS) that is part of TOXNET. TOXMAP uses maps of the United States to help users visually explore data from the United States Environmental Protection Agency's (EPA) Toxics Release Inventory and Superfund Basic Research Programs.,0
,8
outcomes,8
2019 paper linked pollution to adverse school outcomes for children.[63],4
,8
productivity,8
number of studies show that pollution has an adverse effect on the productivity of both indoor and outdoor workers.[64][65][66][67],0
,8
and monitoring,8
article: Regulation and monitoring of pollution,8
protect the environment from the adverse effects of pollution, many nations worldwide have enacted legislation to regulate various types of pollution as well as to mitigate the adverse effects of pollution.,0
,8
control,8
,8
litter trap catches floating waste in the Yarra River, east-central Victoria, Australia,8
,8
pollution control system, known as a Thermal oxidizer, decomposes hazard gases from industrial air streams at a factory in the United States of America.,0
,8
dust collector in Pristina, Kosovo,0
,8
nozzle with vapor recovery,0
,8
Mobile Pollution Check Vehicle in India.,4
control is a term used in environmental management. It means the control of emissions and effluents into air, water or soil. Without pollution control, the waste products from overconsumption, heating, agriculture, mining, manufacturing, transportation and other human activities, whether they accumulate or disperse, will degrade the environment. In the hierarchy of controls, pollution prevention and waste minimization are more desirable than pollution control. In the field of land development, low impact development is a similar technique for the prevention of urban runoff.,0
,8
,8
,8
,8
minimisation,8
,8
,8
,8
control devices,0
pollution control,8
oxidizer,8
collection systems,8
,8
,8
precipitators,0
,8
spray scrubber,8
spray scrubber,8
venturi scrubber,4
aided scrubber,0
tower,8
scrubber,4
treatment,8
(Primary treatment),8
sludge biotreaters (Secondary treatment; also used for industrial wastewater),8
lagoons,8
wetlands (also used for urban runoff),8
wastewater treatment,4
oil-water separators[38][68],0
,8
air flotation (DAF),0
activated carbon treatment,0
,8
recovery systems,8
,8
,8
earliest precursor of pollution generated by life forms would have been a natural function of their existence. The attendant consequences on viability and population levels fell within the sphere of natural selection. These would have included the demise of a population locally or ultimately, species extinction. Processes that were untenable would have resulted in a new balance brought about by changes and adaptations. At the extremes, for any form of life, consideration of pollution is superseded by that of survival.,0
,8
humankind, the factor of technology is a distinguishing and critical consideration, both as an enabler and an additional source of byproducts. Short of survival, human concerns include the range from quality of life to health hazards. Since science holds experimental demonstration to be definitive, modern treatment of toxicity or environmental harm involves defining a level at which an effect is observable. Common examples of fields where practical measurement is crucial include automobile emissions control, industrial exposure (e.g. Occupational Safety and Health Administration (OSHA) PELs), toxicology (e.g. LD50), and medicine (e.g. medication and radiation doses).,0
,8
solution to pollution is dilution", is a dictum which summarizes a traditional approach to pollution management whereby sufficiently diluted pollution is not harmful.[69][70] It is well-suited to some other modern, locally scoped applications such as laboratory safety procedure and hazardous material release emergency management. But it assumes that the dilutant is in virtually unlimited supply for the application or that resulting dilutions are acceptable in all cases.,0
,8
simple treatment for environmental pollution on a wider scale might have had greater merit in earlier centuries when physical survival was often the highest imperative, human population and densities were lower, technologies were simpler and their byproducts more benign. But these are often no longer the case. Furthermore, advances have enabled measurement of concentrations not possible before. The use of statistical methods in evaluating outcomes has given currency to the principle of probable harm in cases where assessment is warranted but resorting to deterministic models is impractical or infeasible. In addition, consideration of the environment beyond direct impact on human beings has gained prominence.,0
,8
in the absence of a superseding principle, this older approach predominates practices throughout the world. It is the basis by which to gauge concentrations of effluent for legal release, exceeding which penalties are assessed or restrictions applied. One such superseding principle is contained in modern hazardous waste laws in developed countries, as the process of diluting hazardous waste to make it non-hazardous is usually a regulated treatment process.[71] Migration from pollution dilution to elimination in many cases can be confronted by challenging economical and technological barriers.,0
,8
gases and global warming,8
article: Global warming,0
,8
and projected CO2 emissions by country (as of 2005).,8
Energy Information Administration.[72][73],0
dioxide, while vital for photosynthesis, is sometimes referred to as pollution, because raised levels of the gas in the atmosphere are affecting the Earth's climate. Disruption of the environment can also highlight the connection between areas of pollution that would normally be classified separately, such as those of water and air. Recent studies have investigated the potential for long-term rising levels of atmospheric carbon dioxide to cause slight but critical increases in the acidity of ocean waters, and the possible effects of this on marine ecosystems.,0
,8
polluting industries,0
Pure Earth, an international non-for-profit organization dedicated to eliminating life-threatening pollution in the developing world, issues an annual list of some of the world's most polluting industries.[74],0
,8
Battery Recycling,8
Mining and Ore Processing,8
Smelting,8
Operations,8
Small-Scale Gold Mining,8
Dumpsites,4
Estates,8
Manufacturing,8
Manufacturing,8
Industry,8
worst polluted places,0
Pure Earth issues an annual list of some of the world's worst polluted places.[75],0
,8
Ghana,8
Ukraine,8
River, Indonesia,4
Russia,8
Bangladesh,0
Zambia,8
Indonesia,8
Riachuelo, Argentina,8
River Delta, Nigeria,8
Russia,8
also,0
,8
Pollution,4
health,4
racism,8
pollution,8
,8
Substances Data Bank,0
of greenhouse gases under the Clean Air Act,8
contamination,8
contamination,8
haven hypothesis,0
pollution,8
,8
dispersion modeling,0
Pope,4
chemistry observational databases – links to freely available data.,0
change,8
standard,0
pollution,8
gas,0
contamination,8
,8
soil science,8
of solid waste treatment technologies,0
of waste management companies,0
of waste management topics,0
pollution,8
,8
ship pollution,8
debris,8
pollution,8
pollution,8
,8
,8
quality indicators,0
,8
,8
control,8
Day,0
radiation and health,4
,8
pollution,8
warming,8
pollution,8
of environmental issues,8
health effects,0
debris,8
,8
