men are skiing in the snow in a wooded area .,6
people wearing yellow jackets cross-country skiing .,6
skiers are making their way through woodland .,3
skiers are sliding down a trail in the woods .,3
lone skier is making their way up a mountain .,2
at the top of a snow covered hill .,7
hikers climbing a snowy hill .,6
people are on a snow-covered mountain .,6
people climbing up a snowy mountain .,6
brown dog running down a paved pathway,7
brown dog running next to grass .,6
dog is running down a road .,6
light brown dog runs down a path happily .,6
brown dog running,6
mother and children is fishing on a boardwalk at night .,9
woman and three children stand on a deck with a fishing pole .,0
woman stands with children on a boardwalk at night overlooking the sea .,1
people on a pier at night with one girl fishing off it .,9
with three children fishing over boardwalk in the evening .,0
woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .,0
woman in a blue jacket rides a brown pony near water .,6
woman rides a horse near a frozen lake in the wintertime .,3
young blond woman sitting atop a brown draft horse in the snowy mountains .,7
n blue jacket sits on daft horse near a frozen lake .,3
draft horses pull a cart through the snow .,1
golden brown horses pull a sleigh driven by a woman in a blue coat .,3
horses are pulling a woman in a cart .,1
horses pull a carriage driven by a woman over snow covered ground .,7
horses pulling a sled steered by a smiling blond woman .,9
person climbing down a sheer rock cliff using a rope,3
person climbs a tall , flat mountain while holding onto a safety rope .,0
person is climbing a rock while holding onto a white rope .,3
person rappels down a steep incline .,7
person wearing a red vest climbs up a steep rock .,9
stand inside a rock dome .,6
of light in a cave shows three spelunkers,2
pose inside a rock cavern while bathed in sunlight from the surface .,2
people sit in a cave .,6
rock climbers are posing on big rocks .,6
group of backpackers lay on the dry ground .,2
group of hikers are resting on the ground in front of some mountains .,9
camp with the mountains in the background .,6
hikers rest with their gear in front of a mountain .,6
group of hikers is resting in front of a mountain .,6
woman in a blue dress stands with a chalk portrait of two children playing by a stream .,0
woman standing in front of a chalk drawing,3
woman stands next to a chalk drawing in front of a barn-like structure .,3
woman stands outside near an elaborate chalk illustration .,6
woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .,0
brown dog plays in a deep pile of snow .,2
dog looking at the camera in snow .,6
dog runs through the snow .,6
tan dog stand in the snow and looks up .,6
brown dog is out in the snow .,6
boy jumping in a fountain .,6
boy plays in the fountains .,6
child plays in a fountain .,6
little boy playing in the water .,6
young boy is jumping through water being sprayed up from the ground .,6
Corgi runs out of a tunnel .,6
dog runs out of a tunnel on a course .,9
running out of tunnel on obstacle course,2
dog is running out of the tunnel on a dog obedience course .,1
small brown and white dog is running out of a small tunnel .,9
blond dog and a black and white dog run in a dirt field .,9
dog chases another dog .,6
yellow dog and a black and white dog are running in the dirt .,6
dogs are running in a field .,6
dogs running around,6
little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .,9
little girl with arms outstretched is posing at the beach .,9
young girl walks on a railing in front of the beach .,9
girl in blue swimsuit standing on a handrail near a beach .,6
little girl in the blue bathing suit is posing at the beach .,6
black and white dog drinking water from a water spray .,1
black and white dog is being soaked with a jet of water in a blue paddling pool .,6
dog sticking its face into the shower from a garden hose .,3
small white dog gets sprayed by water,6
white and black dog is jumping into a pool .,6
boy smiles underwater .,6
red-headed boy swimming underwater .,6
small boy swimming underwater,6
smiling boy swims underwater in a pool .,6
boys smiles underwater at the pool .,6
boy with a toy gun .,1
little boy in orange shorts playing with a toy .,6
young boy with his foot outstretched aims a toy at the camera in front of a fireplace .,0
young child plays with his new light-up toy .,6
with toy gun pointed at the camera .,1
boy in yellow shorts is standing on top of a cliff .,6
boy wearing blue and yellow walking on a cliff edge .,3
little boy standing high in the air on a rock .,1
young child is standing alone on some jagged rocks .,7
stands near edge of cliff .,6
person on a snowmobile in mid jump .,7
snowmobiler flies through the air .,6
snowmobile rider flies through the air on his or her machine in front of tall pine trees .,0
jumps snowmobile high in rural area .,3
man is up in the air .,6
are riding around on snowmobiles .,2
pose with helmets and goggles on while riding snowmobiles .,2
people are taking a break while on a snowmobiling ride .,0
people and two snowmobiles .,2
helmeted men sit on yellow snowmobiles while another man stands behind watching .,0
people drive ATVs .,6
people on ATVs in a brown field turn their heads to look at the camera .,3
people on ATV 's outside .,1
people on four wheel ATV 's in a field .,1
people ride their four wheelers through the field .,2
four wheeler jumping in an empty field .,7
man on a four wheeler is flying through the air .,7
person is riding an orange ATV in a large empty field .,7
jumping with all terrain vehicle,6
on an ATV catching air !,6
man jumps gin the air while riding an ATV,0
man on a four-wheeler jumps near a small building .,2
ATV is airborne over a field in front of a white structure .,7
person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .,0
on four wheeler in the air .,7
boy in s striped shirt is jumping in front of a water fountain .,6
boy is jumping off the side of a running stone water fountain in front of a building .,7
happy boy is jumping in front OD city fountain .,0
little boy is jumping in front of a fountain .,6
little boy is playfully jumping off the side of a fountain .,7
boy carrying a soccer ball .,6
boy walks with a ball tucked under his arm .,6
boy walks with a soccer ball near a fence .,6
boy wearing a white t-shirt walks on the grass and carries a soccer ball .,7
boy carries a soccer ball on a field .,6
child painting a picture .,6
artist paints clouds onto a canvas .,3
young girl painting a picture .,6
young girl with braids is painting with water colors on a white paper on the wall .,9
child paints on a large paper with water colors .,1
cyclist is riding a bicycle on a curved road up a hill .,1
man in aerodynamic gear riding a bicycle down a road around a sharp curve .,1
man on a mountain bike is pedaling up a hill .,6
bicycle up a road , while cows graze on a hill nearby .,1
biker is riding around a curve in the road .,7
black dog jumping to catch a rope toy,0
black dog playing fetch with a ball of rope .,0
black dog pounces to get a rope toy .,3
black dog running after his rope toy .,0
large black dog is playing in a grassy yard .,6
little girl is holding a cine camera in front of her face .,6
young girl is looking through an old fashioned video camera .,1
young girl steadies her aim with a camera,3
with rosy cheeks and lips holding black toy gun .,1
is a kid with a gun .,1
black and white Border Collie catches a Frisbee in front of an audience .,0
brown and white dog catches a Frisbee in it mouth in front of a group of people .,6
brown and white dug jumping up to catch a Frisbee while an audience watches .,0
dog jumps to catch a Frisbee , while many people watch .,6
agile dog catches a Frisbee while a crowd of onlookers watches closely .,3
baby is sitting on and playing with smooth rocks .,6
baby is stacking rocks on the beach .,9
small boy is playing with rocks,6
toddler sitting on a pile of rocks holding a rock at a beach .,2
sits on a pile of rocks .,2
kid rock climbing against the backdrop of a green valley,1
woman in a striped shirt climbs up a mountain .,6
young man climbs a rocky hill .,6
person has a striped shirt on and is holding on to a rope on a mountain .,0
person in the striped shirt is mountain climbing .,6
man climbing a rock wall,6
man climbing the side of a cliff .,6
man is rock climbing .,6
with red shoes , white shirt and grey pants climbing .,2
young man with the white t-shirt and jeans is rappeling up the rock wall .,0
climber wearing a blue helmet and headlamp is attached to a rope on the rock face .,0
man climbs a rocky wall .,6
rock climber climbs a large rock .,6
woman in purple snakeskin pants climbs a rock .,6
with blue helmet and purple pants is rock climbing .,6
child playing with a fountain at the beach .,6
child plays with a fountain .,6
girl looks at a fountain that sprays water .,0
little girl playing in water on a frog sculpture .,6
little girl is playing with a toy in a public fountain .,6
black dog is jumping over a log along a beach .,0
black dog runs along the beach and jumps over a wood barrior .,9
dog is running on the beach .,6
dog jumping over a small wall at a beach near the water .,7
animal is running on the beach .,6
black and white bird eating seeds out of someone 's hand,3
black and white bird standing on a hand .,6
small bird sits in a person 's hand and eats seeds .,2
and white bird standing on hand of someone holding sunflower seeds,3
small bird is clinging to a finger of the hand holding the seeds .,9
brown dog is running in the sand .,6
brown dog playing in the sand .,6
brown dog plays at the beach .,6
dog is standing in the sand .,6
dog running fast in the sand .,6
little boy stands in the surf .,6
small child wades through the water while being guided by another person .,6
young boy laughs while splashing in the ocean .,3
young boy wearing a colorful bathing suit splashing in the ocean,9
young child splashing in water .,6
little tan dog with large ears running through the grass .,6
playful dog is running through the grass .,6
small dogs ears stick up as it runs in the grass .,6
small dog is running across the lawn .,9
is a small beige dog running through a grassy field,6
black and white dog is running through the field .,6
black , brown and white dog running through a field .,6
brown , black and white dog is running through a large field with its mouth open .,6
dog running in a field .,6
dog with its mouth open running through a field torwards the camera .,6
girl in a pink swimsuit in a pool,6
girl swimming in a pool .,6
little girl in a pink bathing suit swimming in a pool .,6
little girl swimming in a pool .,6
little girl swimming in outdoor pool .,6
child is standing on her head .,6
little girl standing on her head .,6
small child doing a handstand on a bed .,7
young girl does a handstand on a bed with blue sheets .,2
girl is upside down on a bed,1
guy stands in the sand with a snowboard behind him .,6
man holds a surfboard on the beach .,1
man holds his snowboard in the sand .,6
man with his surfboard stands in the sand .,6
is standing on white sand and holding a snowboard .,6
on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .,0
people are riding around on ATV 's and motorcycles .,3
people on motorbikes follow a trail through dry grass .,6
people on two dirt-bikes and one four-wheeler are riding through brown grass .,1
people ride off-road bikes through a field surrounded by trees .,3
baby in a white garment holds a flag with crescent moon and star .,3
baby is holding a small black flag with a moon and a star on it .,3
baby wearing a white gown waves a Muslim flag .,2
little toddler dressed in white is smiling while a lady helps him wave a flag .,0
in white outfit holding black and white flag .,3
half naked man is sleeping on his chair outdoors .,0
older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .,0
shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles .,0
relaxing in a folding chair on the street .,2
old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .,1
brown and white and a black and white dog hauling in a floating toy from the ocean .,6
dogs retrieve the play toy from the water .,3
dogs in the ocean playing with a toy,6
dogs run through the water with a rope in their mouths .,0
dogs tug at a chew toy in the surf .,6
are three young people , one dark haired holding a bottled drink , one with head tilted back and finger in her mouth , and one with spiked hair .,0
young people party in the streets .,6
girls make faces as one takes a drink while they stand in a busy street .,0
women on the street drinking and posing,1
young women pose for the camera at a parade .,7
brown dog is running through neck-deep water carrying a tennis ball .,6
brown dog splashes in the water while carrying a ball in its mouth .,6
brown dog swims through water outdoors with a tennis ball in its mouth .,0
red dog , holding a ball , splashes through vegetation filled water .,3
dog with tennis ball in mouth , in water and bushes .,6
brown dogs are creating large splashes as they run in a river .,2
brown dogs in the water .,6
brown dogs running through water .,6
brown dogs runs through the water .,6
dogs splash through the water .,6
black dog runs into the ocean next to a pile of seaweed .,2
black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground .,0
dog at the shore of an ocean , with seaweed in foreground .,9
dog is running in the waves at the beach .,2
pile of seaweed sits on the sand , behind it a big black dog is running in the water .,0
young boy runs while wearing sandals .,2
boy in a striped shirt and brown shorts is running .,6
little boy , in a short sleeved shirt and shorts , is running outside .,6
little boy is wearing a black pinstripe shirt and walking on a deck .,2
boy running outside on the pavement .,6
brown and white dog stands outside while it snows .,6
dog is looking at something near the water .,6
furry dog attempts to dry itself by shaking the water off its coat .,6
white and brown dog shaking its self dry .,6
large brown and white dog shakes off water .,6
men are sitting on the ground and going through their backpacks .,6
men sitting in front of a railing are looking at something .,1
men with backpacks placed in front of them sitting in front of a railing .,3
men with backpacks are sitting on cardboard along a railing .,1
older men with backpacks sit at a bus station .,6
boy is jumping on a bed .,6
boy jumped up from the green bed .,6
boy jumps from one bed to another .,1
small child is jumping on a bed .,6
boy in blue shorts is bouncing on the bed .,6
child leaping from bed to bed behind the back of a man .,9
man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .,0
man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background,3
young child jumping on the bed as a man looks the other way .,2
standing in the bedroom with little boy jumping into bed .,9
snowboarder sits on a slope with skiers and boarders nearby .,1
snowboarder takes a rest on the mountainside .,0
sitting in the snow while skiers take the hill .,3
snowboarder is sitting down .,0
skiers stand , two sit on slopes .,3
girl in green walks down a city street .,7
small child in green clothing walks past a store opening and a woman in pink pants .,1
small child walks down a sidewalk .,6
young boy is walking in front of some stores,7
child in the green one piece suit is walking past a store window .,2
boy dressed in soccer attire and holding his shoes getting out of a car .,0
boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .,0
boy in glasses is wearing a red shirt .,6
child getting out of the car wearing soccer shoes .,3
young boy gets out of the van and prepares his shoes for wear during a soccer game .,1
bridge through high green plants , a man and a woman on it .,1
man and a woman are crossing over a rope bridge with greenery all over them .,0
man and a woman are walking across a rope bridge .,0
man and a woman crossing a suspension bridge in a tropical setting .,2
and man walking across wooden rope bridge with a caution sign beside it .,0
family gathered at a painted van,6
girl climbing down from the side of a bright blue truck while others watch .,3
man is helping a girl step down from a colorful truck whilst a woman and three children watch .,0
very colorful bus is pulled off to the side of the road as its passengers load .,1
women and four children standing next to a brightly painted truck .,1
blond woman poses with a person in a pink costume .,6
smiling woman holds a person dressed in a pig costume .,7
young woman hugs a young man who 's wearing a pink costume .,1
embracing young man in pink costume , at event,7
people are hugging and one is wearing a pink-hooded stretch top .,3
bicyclist riding on a city street .,6
woman in a blue helmet and brown shorts rides her bike on a busy street .,1
woman is riding a blue bike .,7
woman is riding her bicycle in traffic,7
woman wearing a blue helmet rides her bicycle in a parking lot .,7
bicycle rider is crossing a street .,7
bicyclist getting ready to cross a street .,3
biker in spandex riding on a busy street .,7
man in blue and white biking gear rides down a busy street .,7
man wearing a helmet riding his bicycle down the street .,7
lady wearing a helmet holding a bike .,6
woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .,1
woman in a helmet rides her bike behind a car .,1
woman with a helmet and a backpack walks next to her bike .,1
with bike and helmet wait for traffic .,1
man in shorts is jogging along a street with a headset .,7
person in blue shorts and wearing a Walkman jogs .,2
woman in a white shirt and blue shorts is wearing headphones .,6
woman walks on a street wearing headphones .,6
woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .,0
are standing at an intersection .,6
waiting at an intersection .,6
on bicycles waiting at an intersection .,3
waiting at a light on bikes .,6
